<Taxa>	PROTEIN	ARGININE	CYSTEINE	ISOLEUCINE	LEUCINE	LYSINE	METHIONINE	THREONINE	TRYPTOPHAN	VALINE	OIL	OLEIC	LINOLEIC	LINOLENIC	PALMITIC	STEARIC	STACHYOSE	SUCROSE
PI587995	45.5	7.5	1.4	4.3	7.2	6.2	1.3	3.6	1.3	5.1	18.7	26.2	52.9	5.9	8.8	4.3	2.8	3.8
PI587996B	53.6	7.89	1.32	4.54	7.36	6.24	1.4	3.43	1.26	4.8	15.7	27	55	8.1	8.4	4.2	6.1	5.2
PI587996D	49.1	7.55	1.44	4.22	7.73	6.21	1.4	3.44	1.33	5.19	19.7	26.5	55.2	7.3	8.8	4.6	4.9	7.5
PI587997A	46.2	7.73	1.42	4.45	7.68	6.45	1.4	3.44	1.17	5.1	18.8	26.5	54	5.5	9.2	4.7	3.3	3.8
PI587997B	50.7	7.6	1.33	4.23	7.42	6.33	1.3	3.28	1.19	4.94	17.3	25.8	55.6	7.4	8.3	4.3	5.1	4.7
PI587998A	46.2	7.64	1.45	4.35	7.59	6.29	1.4	3.55	1.31	5.21	20.1	26.9	54.1	5	10.3	4.8	3.8	5.9
PI587998B	44.7	7.6	1.4	4.4	7.6	6.3	1.3	3.6	1.3	5.1	19.3	26.6	50	8.6	12	4	2.6	3.4
PI587998D	44.2	7.71	1.45	4.52	7.76	6.33	1.4	3.73	1.31	5.24	20.2	24.9	54.2	5.5	10.1	4.8	3.6	5.7
PI587998F	47.5	7.5	1.5	4.3	7.5	6.3	1.3	3.5	1.3	5	18.9	27.2	52.4	6.1	8.6	4.7	2.5	1.9
PI587998G	43.7	7.5	1.6	4.6	7.6	6.3	1.4	3.8	1.4	5	21.5	25	52.3	6.3	10	4	1.9	2.5
PI587999D	45.2	7.8	1.4	4.7	7.8	6.7	1.4	3.5	1.2	5.1	17.2	19.8	55.9	9	7.1	4.5	1.8	3.4
PI588001	47.4	7.56	1.46	4.35	7.63	6.24	1.3	3.51	1.35	4.99	18.5	23.7	58.2	7.2	7.5	4.1	4.4	3.4
PI588002	46.4	8	1.5	4.9	7.7	6.5	1.4	3.3	1.3	4.9	20.5	25.8	52.1	6	8.3	3.9	2.8	0.9
PI588003	45.9	7.63	1.34	4.57	7.72	6.55	1.4	3.4	1.21	4.96	19.8	26.1	58	5	7.9	4.5	2.9	3.1
PI588004	46.4	7.87	1.39	4.75	7.99	6.66	1.5	3.4	1.28	5.24	20.4	27.5	54.2	5.7	9.3	4.2	2.8	2.4
PI588005B	46.4	7.4	1.4	4.2	7.8	6.3	1.3	3.4	1.2	4.9	19.5	25.3	55.4	5.7	11.1	4.5	3.7	4
PI588005C	50	7.5	1.4	4	7.3	6.2	1.3	3.1	1.2	4.9	18.6	25.3	53.8	6	8.9	4.5	2.2	0.9
PI588006A	46.1	7.8	1.4	4.51	8.16	6.54	1.5	3.45	1.22	5.31	19.9	23.8	57.5	5.7	9.8	4.1	2.3	2.8
PI588006B	46.1	7.76	1.4	4.42	7.86	6.46	1.4	3.43	1.22	5.33	19.5	23.1	58.3	5.5	9	4.5	2.5	2.9
PI588007A	50.2	7.7	1.4	4.1	7.6	6.4	1.4	3.3	1.2	5	16.4	21.1	53.9	9.2	11	4.3	5.7	5.2
PI588007B	46.5	7.5	1.48	4.4	8.09	6.07	1.4	3.47	1.37	5.05	19	24.1	55.4	6.4	9.9	4.1	3	3
PI588008A	43.4	7.5	1.4	4.5	7.8	6.6	1.3	3.6	1.2	4.8	18.6	23.7	52.4	9.9	10.6	4.4	2.8	6.3
PI588008B	44.6	7.5	1.3	4.4	7.5	6.4	1.4	3.5	1.1	4.8	16.5	22.7	53.1	7.9	9.8	4.2	3	4.9
PI588008D	44.7	7.5	1.5	4.4	7.4	6.2	1.4	3.6	1.3	5	21.3	29.4	51.3	4.9	9.7	3.7	1.8	2.9
PI588010A	48.7	7.6	1.37	4.23	7.65	6.32	1.4	3.36	1.28	4.87	19.3	24.5	56.6	5.3	8.7	4.4	4.6	4.5
PI588010B	46.9	7.7	1.43	4.45	7.7	6.46	1.4	3.55	1.24	4.8	19.1	25.6	55.1	5.5	11.4	4.6	3.9	4.9
PI588011B	47.1	7.87	1.4	4.59	7.97	6.61	1.4	3.59	1.29	5.2	19.6	26	54.5	6.3	7.3	4.5	4.4	6.3
PI588011C	50.6	7.95	1.4	4.55	7.86	6.41	1.4	3.44	1.29	4.54	15.4	27.3	54.1	7.3	7.7	4.6	5.3	5.7
PI588011D	47.2	7.75	1.47	4.58	8.1	6.56	1.5	3.58	1.36	5.19	20.2	26	54.4	5.6	8	4.1	3.2	3.4
PI588011E	49.1	7.59	1.63	4.27	7.68	6.14	1.4	3.43	1.41	5.13	20	28.4	54.4	6.5	6.7	3.9	2.7	2.8
PI588013	46.4	7.98	1.42	4.75	7.95	6.68	1.4	3.48	1.23	5.11	19.2	24.2	55.5	5.6	10.7	4.5	4.2	4.5
PI588014A	46.8	7.4	1.6	4.2	7.3	6.2	1.3	3.3	1.1	4.8	18.6	24.8	54.6	6.5	7.9	4.3	2.6	2.7
PI588014B	50.2	7.68	1.41	4.36	7.63	6.22	1.4	3.35	1.4	5.18	17.5	26.2	54.5	7.7	8	4.1	3.7	4.9
PI588014C	53.5	7.81	1.34	4.34	7.33	6.24	1.4	3.32	1.26	4.76	14.6	26.4	53.7	8.7	8.7	4.7	6.6	4.9
PI588014D	50	7.63	1.36	4.32	7.43	6.25	1.3	3.38	1.36	5.13	17.7	27	57.3	7.2	8.2	4.3	5.3	5.9
PI588015A	42.9	8.2	1.5	5.1	8.1	6.9	1.4	3.8	1.3	5.2	18.5	21.3	54.5	9.5	6.4	3.8	1.7	4.1
PI588016	45.6	7.7	1.4	4.5	7.7	6.6	1.3	3.5	1.2	4.8	18.6	25.8	51.3	6.7	7.9	4.3	1.7	3.6
PI588017A	49.2	7.73	1.37	4.32	7.46	6.29	1.4	3.22	1.22	5.04	20.1	26.3	58.3	6.5	7.6	4.2	2.1	0.3
PI588017B	48.5	7.74	1.48	4.41	7.56	6.28	1.3	3.42	1.26	5.04	18.6	24.5	57.7	6	7.3	4	2.8	2.2
PI588017C	49.3	7.9	1.45	4.31	7.74	6.33	1.4	3.38	1.23	5.12	17.9	24.3	58.1	6.3	7.5	4.3	4.7	3.6
PI588018	48.8	7.56	1.37	4.28	7.42	6.27	1.3	3.23	1.22	5	20	26.4	57.7	6.3	7	3.8	NA	NA
PI588019A	48.9	7.8	1.6	4.6	7.8	6.4	1.4	3.6	1.3	5	19.3	25.5	53.2	8.3	11.2	3.8	2.5	2.4
PI588019B	48.4	7.9	1.5	4.4	7.7	6.4	1.4	3.5	1.3	5	18.4	24.4	52.4	8.1	8.7	3.6	2.5	3.6
PI588020	51	7.96	1.4	4.53	7.49	6.29	1.3	3.46	1.21	5.05	15.8	22.2	57.2	7	8	4	4.5	2.4
PI588021A	45.4	7.5	1.5	4.4	7.6	6.2	1.3	3.6	1.3	4.9	18.6	24.8	52.4	6.4	10	5	3.8	5.8
PI588021B	47.8	7.55	1.59	4.42	7.53	6.17	1.4	3.4	1.4	5.06	20.6	25.6	55.5	5.3	7.6	4.1	NA	NA
PI588022A	47.1	7.69	1.52	4.39	7.71	6.33	1.4	3.55	1.38	5.28	20.4	23.1	54.6	6.3	9.8	4.3	4.5	4.2
PI588022B	49.2	7.69	1.59	4.4	8.12	6.43	1.6	3.51	1.46	5.14	19.8	25.5	55.2	7.4	9.4	4.3	3.6	3.4
PI588023A	50.2	7.94	1.54	4.41	7.56	6.24	1.3	3.32	1.28	4.95	19.1	26.5	58.3	5.8	6.6	3.8	1.5	1.4
PI588023B	44.3	7.69	1.41	4.64	7.83	6.67	1.4	3.59	1.19	5.02	19.9	24.3	58.3	5.2	8.9	4.5	2.8	4
PI588024A	45.7	7.44	1.48	4.27	7.39	6.3	1.3	3.48	1.19	5.03	19.2	25.1	56.5	6.6	7.5	5	3.9	5.5
PI588024B	47.5	7.67	1.63	4.3	7.69	6.27	1.4	3.53	1.41	5.11	18.7	25.8	52.9	5.8	7.6	4.3	2.6	2
PI588025	45.4	7.42	1.53	4.39	7.68	6.17	1.4	3.56	1.3	5.14	20.3	26	52.9	5.8	7.8	4.4	1.9	3.8
PI588026A	44.9	7.7	1.3	4.7	8	6.6	1.4	3.5	1.2	5.1	17.6	23.2	55.9	7.1	10.2	4.3	2.3	3.3
PI588026B	44.2	7.6	1.4	4.8	8.1	6.8	1.4	3.6	1.2	5	18	21.8	55.4	9	10.5	4.1	2.7	4.3
PI588026C	42.9	7.9	1.3	4.7	7.6	6.8	1.3	3.6	1.1	5.1	17.7	22.7	55	7.2	8.8	4.3	1.8	4.6
PI588027A	48.1	7.7	1.42	4.36	7.81	6.37	1.5	3.49	1.35	5.19	19.4	25.5	53.7	6.7	10.4	4.4	4.4	5.9
PI588027B	46.2	7.5	1.3	4.7	8	6.6	1.4	3.4	1.2	4.7	16.3	21.3	54	9.3	7.9	3.6	2.7	5.3
PI588027C	47.3	7.67	1.49	4.29	7.83	6.38	1.4	3.48	1.28	5.04	19	27.5	54	5.5	10.1	4.7	3.7	4.8
PI588027D	46.5	7.46	1.42	4.28	7.56	6.23	1.3	3.46	1.26	4.79	18.7	26	54.8	5.4	9	5	3.9	5.4
PI588028	43.9	7.4	1.4	4.8	8.1	6.8	1.5	3.5	1.2	4.9	16.6	21.6	53.9	9.3	10.9	4.3	2.9	5.9
PI588029	48.1	7.75	1.42	4.42	7.79	6.35	1.5	3.53	1.35	5.13	19.2	25.6	53.6	6.7	10.5	4.7	4.3	5.7
PI588030	44.8	7.57	1.46	4.47	7.54	6.4	1.4	3.65	1.31	4.96	20.1	25.9	53.9	5.5	10	4.8	2.4	3.1
PI588031	49.6	8.2	1.4	4.8	7.8	6.4	1.4	3.4	1.3	5.2	20.1	25.6	56.2	7	8.8	4	3.1	NA
PI588032A	52.3	7.42	1.56	4.06	7.33	6.11	1.4	3.37	1.39	4.87	17.1	25.3	53	7	8	4	3.2	2.4
PI588032B	48.5	7.89	1.37	4.64	7.5	6.38	1.4	3.52	1.17	4.97	15.8	21.9	58.6	5.5	8.2	4.5	4.6	4.4
PI588032C	45.8	7.8	1.4	4.5	7.7	6.7	1.4	3.5	1.2	4.9	18.9	22.8	56	7.7	11.6	4.3	4.2	4.9
PI588032D	46.9	7.9	1.4	4.8	7.8	6.5	1.4	3.7	1.3	5.1	18.5	24.5	54.1	7.7	11.7	4.3	2.9	3.5
PI588033A	42.2	7.7	1.6	4.7	7.8	6.8	1.4	3.7	1.2	5	19.3	22.2	52.8	9.1	8.8	4.3	2.5	4.2
PI588033B	41.6	7.8	1.6	4.8	8	6.9	1.4	3.7	1.2	5.1	18.8	21.1	54	8.8	10.3	4.7	2.9	5.2
PI588033C	42.5	7.7	1.5	4.8	8	6.9	1.4	3.6	1.2	5	17.9	22.2	53.6	8.8	9.7	4.4	2.8	4.6
PI588033D	44.5	8	1.5	5	8.1	6.8	1.4	3.5	1.3	5.2	18.3	21.8	55.7	7.9	6.4	4.2	2.9	3.2
PI588034	45	7.8	1.56	4.5	7.7	6.51	1.4	3.73	1.29	5.19	19.6	31.4	52.5	5.7	7.2	4	2.2	2
PI588037	47.3	7.73	1.49	4.38	7.87	6.42	1.5	3.57	1.31	5.2	20	27.5	53.6	5.4	10	4.4	3.6	3.7
PI588040	45.5	7.9	1.5	4.7	7.9	6.6	1.4	3.6	1.4	5	20.2	25.5	51.6	6.2	10.7	3.7	2.2	2.7
PI588041	42.3	7.9	1.56	4.74	8.18	6.68	1.6	3.86	1.3	5.66	22.4	26.5	54.5	5.2	9.7	4.8	2.8	5.1
PI588044	46.9	7.61	1.36	4.4	7.42	6.22	1.4	3.57	1.37	5.17	17.9	24.8	56.7	5.9	8.4	4.5	5.1	6.5
PI588046	47	8.19	1.26	5.27	8.14	5.75	1.2	3.72	1.43	5.07	18.3	27.2	54.6	6.7	7.7	3.9	3.4	2.9
PI588048	46.9	7.5	1.2	4	7.8	5.2	1.1	3.3	1.3	4.6	16	23	53.7	8	12.3	3.8	3.4	4
PI588050A	44.4	7.7	1.4	4.6	8.2	6.8	1.4	3.6	1.2	5.1	18.6	23.2	51.6	10.2	10.8	4	3.5	6.7
PI588050B	46.3	7.89	1.51	4.59	7.98	6.52	1.4	3.62	1.33	5.13	19.2	28.5	52.1	5.7	7.9	4.1	2.5	3.2
PI588051	45.2	7.94	1.55	4.67	7.89	6.51	1.4	3.72	1.38	5.12	19.4	31.1	52.7	4.5	7.5	4	1.8	2.6
PI588052B	46.1	7.88	1.52	4.69	8.17	6.58	1.5	3.69	1.41	5.29	20	28.4	53.8	4.5	7.3	3.8	2.2	3.5
PI588053A	43.1	7.94	1.54	4.64	7.94	6.65	1.4	3.72	1.35	5.16	19.3	29.8	50.5	5	8.6	4.1	2.1	3.8
PI588053B	45.4	7.7	1.45	4.45	7.72	6.49	1.4	3.59	1.21	5.13	18.8	27.5	55.5	4.5	9.8	4.8	3.7	5.9
PI591430	42	7.6	1.5	4.7	7.9	6.5	1.4	3.8	1.4	4.9	20	23.4	52.6	10.4	9.7	4.1	3.5	7.5
PI591431	43.9	7.6	1.4	4.6	7.87	6.3	1.5	3.78	1.25	5.15	19.9	25.1	53.8	7.3	11.2	4.7	4.1	8.5
PI591432	39.9	7.6	1.5	5	7.9	6.6	1.5	3.9	1.3	5.3	20.5	23.6	52.7	8.3	10.8	4.7	2.8	3.9
PI591433	43.5	7.6	1.5	4.5	8	6.5	1.4	3.7	1.4	4.8	19.5	22.6	54.1	11.4	9.8	3.8	3.3	6.9
PI591434	42.8	7.4	1.5	4.6	7.6	6.3	1.4	3.7	1.2	4.8	19.6	22.5	52.4	10.4	10.3	3.8	3.9	6.8
PI591435	43.3	7.4	1.5	4.5	7.6	6.4	1.4	3.7	1.2	4.8	19.2	24	53.2	10.1	11.3	3.9	3.9	7.2
PI591484	39.6	7.6	1.6	5.6	8.3	7	1.5	3.9	1.5	5.1	23.9	25.9	53.1	10.9	8.1	4	2.2	3
PI591485	41.2	7.6	1.6	5.1	8.2	6.9	1.5	3.9	1.4	5.1	22.1	22.8	52.9	10.2	10.9	4.4	2.8	3.8
PI591487	39.8	7.4	1.6	5.1	8.2	6.9	1.5	3.9	1.3	5.1	22.1	22.2	53.2	10.7	10.8	4.3	2.8	3.2
PI591488	39.7	7.8	1.7	5.4	8.4	7	1.5	4	1.4	5	22.2	21.6	53.9	11.8	10.8	4.1	2.7	3.4
PI591490	42.7	7.4	1.5	4.8	8	6.8	1.4	3.7	1.2	5	20.4	20.4	54.2	10.9	10.2	4.6	2.7	4.4
PI591491	41.2	7.7	1.5	5.3	8.5	7.1	1.5	3.8	1.4	5.2	21.5	23.1	53.5	10.6	10.5	4.5	2.8	3.6
PI591492	40.1	6.9	1.5	4.9	7.8	7	1.6	3.7	1.1	4.8	21.5	22.4	53.1	9.4	10.3	3.9	3.3	4.9
PI591493	40.1	7.5	1.5	5.9	8.4	7	1.7	3.7	1.4	4.9	21.9	21.7	53.3	11	11.3	4.4	3	3.8
PI591494	40.5	7.2	1.4	6.1	8.9	5.7	2.3	3.8	1.6	5.8	22.1	22.3	53.7	10.2	10.9	4.2	2.8	2.7
PI591495	42.1	8.6	1.6	6	8.1	6.7	1.5	3.6	1.3	5.1	20.6	22.2	54.2	10.6	11	4	2.7	2.1
PI591497	43.5	7.6	1.6	5.1	8.2	6.5	1.5	3.8	1.2	5.2	20.8	23.5	51.7	10.3	11.4	4.2	3.2	3.7
PI591498	40.1	7.4	1.6	5	8.2	6.9	1.5	3.9	1.3	5.2	21.5	22.9	51.9	9.9	10.3	4.2	2.9	4.9
PI591499	40.5	6.95	1.46	5.12	8.29	5.84	1.2	3.19	1.33	4.76	18.9	22.7	57.6	7	10.9	4	3.9	6.5
PI591501	39.1	8.2	1.4	5.1	8.3	6.1	1.4	3.6	1.5	5.1	22.3	23	55.5	9.6	9.8	4.6	3	1.5
PI591502	42.7	7.9	1.6	5.4	8.1	6.9	1.5	3.9	1.2	5.4	20.8	24.1	50.9	10	11.3	4.2	2.9	3.9
PI591506	41.3	7.2	1.5	4.8	8	6.6	1.4	3.8	1.3	5.1	22.9	25.6	51.7	8.8	11.3	4.4	3.6	4.3
PI591508	42.2	7.6	1.5	4.9	8	6.7	1.4	3.9	1.4	5.2	22.9	21.9	53.9	7.8	11.2	4.8	2.5	1.2
PI591514	40.8	7.5	1.5	4.9	8	6.7	1.4	3.9	1.3	5.1	22.7	22.1	54.4	7.4	11	4.8	2.5	1.7
PI591522	42	7.6	1.6	5	8.1	6.7	1.5	3.9	1.4	5.1	22.8	22.8	53.3	7.9	10.9	4.1	2.4	2.2
PI591523	43.1	7.6	1.5	4.8	8	6.6	1.4	3.8	1.4	5.2	21.8	23	53.2	7.4	11.1	4.8	2.6	1.5
PI591524	41.9	7.4	1.6	5	8.1	6.6	1.5	3.8	1.5	5	22.9	23.4	52	7.9	10.7	4.2	2.4	2.9
PI591525	42.5	7.5	1.6	5	8.1	6.6	1.5	3.8	1.5	4.9	22.6	24.4	53	8	10.5	3.9	2.2	2.6
PI591531	45	7.65	1.5	4.86	7.91	6.51	1.4	3.63	1.2	4.97	19.6	22.7	54.6	6.7	7.9	3.9	2.6	1.9
PI591541	42	7.5	1.6	4.7	8	6.5	1.5	3.8	1.3	5.1	21.4	23.8	51.4	8.4	10.7	5	3.2	4.7
PI591544	41	7.5	1.6	5.4	8	6.7	1.6	3.7	1.3	4.7	21.9	23.2	52.2	8.3	11.3	5.1	2.9	2.8
PI591546	42.7	7.3	1.6	4.8	7.8	6.5	1.4	3.7	1.4	4.8	22.9	24	50.2	8.5	11.1	4.2	1.8	3.1
PI591547	41.9	7.6	1.6	4.8	7.9	6.6	1.5	3.8	1.3	5.1	22	25.2	52.1	8.4	11.3	4.8	2.3	2.8
PI591548	41.3	7.6	1.5	4.7	7.8	6.5	1.4	3.9	1.4	5.1	21.6	24.7	51.7	6.6	11.5	4.6	2.2	3.1
PI592903	42.7	7.3	1.5	4.5	7.7	6.4	1.4	3.7	1.4	5.1	22.1	25.5	52.8	5.6	10.4	4.5	2.3	1.6
PI592904	45.8	7.9	1.6	4.7	8	6.5	1.4	3.7	1.4	5.2	20.1	24.3	53.3	7.5	9.8	4.1	2.6	3.7
PI592905	45.8	7.7	1.6	4.8	7.8	6.5	1.4	3.5	1.4	4.8	21.5	26.3	50.5	6.8	11.3	3.5	1.5	2.5
PI592906	48.9	7.1	1.4	4	7.3	6.1	1.5	3.2	1.3	4.9	20.7	29.7	50.8	8.7	11.8	4.6	3.5	5.1
PI592907C	42.2	7.5	1.6	4.7	8	6.4	1.5	3.8	1.3	5.3	21.6	24	53.5	8.3	10.3	4.7	3.5	4.6
PI592907D	43	7.3	1.5	4.5	7.7	6.4	1.4	3.6	1.2	5	20.4	24.4	52.4	7.5	10.3	4.3	2.7	3.2
PI592909	44.4	7.9	1.3	5.1	8.2	6.1	1.2	3.4	1.4	4.5	18.9	26.2	50.4	8.6	12.1	4.7	3.9	5.4
PI592910	44.4	8.4	1.4	5.5	7.2	6.4	1.4	3.4	1.2	4.9	21.6	24.8	52.6	7.3	10.5	4.4	3	1.7
PI592913	43.1	8.2	1.6	5.4	7.8	6.6	1.4	3.5	1.2	5.1	21.3	25.7	52.1	6.8	11.6	4.4	3.1	2.2
PI592914	46.9	7.3	1.5	4.2	7.1	6.1	1.3	3.4	1.2	4.9	19.4	27.6	52.1	5.4	9.8	4.8	2.9	3.3
PI592915	43.3	7.4	1.5	4.9	8.1	6.5	1.4	3.7	1.4	4.9	23.7	23.3	52.6	8.8	10.3	3.6	2.1	2.9
PI592920	43.3	7.6	1.6	4.7	7.8	6.5	1.4	3.7	1.4	5.1	21	25.3	52.2	8.1	12.1	4.7	2.6	2.7
PI592924	41.1	7.4	1.6	4.7	7.8	6.4	1.4	3.8	1.3	5.2	21.5	23.9	51.9	7.7	11	5.2	2.9	4
PI592925	41.2	7.4	1.6	4.7	7.9	6.4	1.5	3.8	1.4	5.1	22.1	25	51.1	7.2	11.1	4.4	3.1	3.6
PI592927	44.5	7.48	1.43	4.6	7.98	6.55	1.4	3.5	1.27	4.93	19.2	23.3	54.5	7.1	6.3	4.1	2.6	3.2
PI592929	43.8	7.8	1.5	4.6	7.9	6.8	1.4	3.6	1.2	4.9	18.7	24.7	52.5	6.7	9.2	4.4	2.9	4.3
PI592934	44.8	7.83	1.48	4.76	7.78	6.57	1.3	3.65	1.24	5.08	19.2	23.9	53.1	6.8	6.5	4.2	1.5	1.2
PI592943	43.4	7.4	1.48	4.54	7.78	6.3	1.4	3.69	1.2	5.14	20.8	24.9	54.4	6	7.7	4.4	4	7.3
PI592945	42.9	7.6	1.5	4.6	7.7	6.6	1.4	3.7	1.2	5	20.6	26.3	49.8	7.6	11.9	4.5	2.9	3.2
PI592946	44.4	7.6	1.6	4.6	7.6	6.6	1.4	3.6	1.3	5	18.3	21.2	54.1	10	11.4	4.3	3.1	3.4
PI592950	40.4	7.3	1.6	4.9	8	6.5	1.5	3.9	1.3	4.9	22.3	23.4	52.5	8.8	10	4.7	3.2	4.5
PI592951	43.1	7.9	1.6	5.3	8.2	6.8	1.5	3.7	1.4	4.9	21	19.7	55.6	9.5	6.7	3.9	2.6	4.2
PI592952	42.1	7.6	1.6	4.8	8.3	6.6	1.5	3.8	1.4	4.9	21.4	24.8	51.6	9.2	11.2	3.9	3.3	4.3
PI592956B	42.9	7.21	1.34	5.18	8.05	6.1	1.2	3.29	1.25	4.54	17.8	24.2	56.8	6.1	11.9	4.7	2.2	4.3
PI592961	44.7	7.7	1.5	4.5	7.7	6.5	1.4	3.6	1.4	5.2	20.6	28.6	50.5	6.8	11.8	4.7	2.6	3
PI592962A	42.2	7.3	1.5	4.6	7.7	6.4	1.5	3.7	1.3	5.3	23.4	26.7	49.7	9.4	9.7	4.7	3.3	4.4
PI592962B	44.6	7.4	1.6	4.4	7.5	6.4	1.4	3.4	1.2	5	21.5	27.4	53.2	5	11.3	4.5	2.3	0.7
PI592963	45.1	7.5	1.4	5.1	6.8	6.4	1.3	3.4	1.3	4.8	23.9	29.8	49.3	8.5	11.4	4.6	2.4	2.4
PI592975	43.3	7.2	1.5	4.6	7.6	6.5	1.4	3.6	1.3	4.8	21.5	25.9	50.1	8.8	11.8	4.6	4.3	4.1
PI593257	42	7.2	1.6	4.8	7.8	6.6	1.4	3.7	1.4	4.9	20.9	24	52.9	9.7	11.3	4.4	3.3	4.9
PI593463	43.2	7.52	1.54	4.69	8	6.52	1.4	3.77	1.34	5.12	20.6	24.4	54.3	7.3	7.2	4.4	3	4
PI593941	44.4	7.33	1.52	4.49	7.78	6.31	1.4	3.63	1.35	5.2	21.1	25.6	54.2	5.9	8.9	4.6	2.2	4
PI593942	40.6	7.3	1.5	4.8	7.9	6.6	1.4	3.8	1.1	5.1	20.8	22.9	53.9	8	10	4.2	3	3.7
PI593946	43	7.7	1.5	4.7	7.7	6.7	1.5	3.7	1.2	5.1	19.8	23.9	51.2	7.7	11.6	4.4	2.8	3.2
PI593949B	41.8	7.44	1.5	4.71	7.9	6.5	1.4	3.76	1.2	4.98	19.4	23.7	52.9	8.5	9.6	3.9	2.7	5.3
PI593950A	42.6	7.9	1.5	4.7	7.6	6.8	1.4	3.8	1.3	5.2	19.6	24.8	52.4	6.8	9.8	4.4	2.3	3.2
PI593955	42.2	7.5	1.6	4.6	7.7	6.5	1.4	3.8	1.3	5.1	21	22.9	53.2	6.4	11.2	4.7	4.6	5.3
PI593956A	40.1	7.4	1.7	4.8	7.9	6.6	1.5	3.9	1.4	5.1	22.7	25.3	47.8	8.7	11.2	4.1	2.3	3.8
PI593956D	42.6	7.4	1.6	4.6	7.6	6.5	1.4	3.6	1.3	5	21.1	25.6	50.9	6.1	11.3	4.4	2.5	3.1
PI593956E	40.8	7.3	1.5	4.7	7.4	6.5	1.4	3.8	1.2	5.2	22.7	25.4	52.2	6.9	9.7	4.7	3.6	5.7
PI593958	44.3	7.48	1.44	4.46	7.72	6.42	1.4	3.59	1.18	4.99	19.2	23.4	52.8	7	9.6	4.4	2.2	4
PI593959	38.8	7.58	1.63	5.1	8.37	6.82	1.5	4.02	1.25	5.29	20.7	23.6	53.1	7.7	10.1	4.6	2.6	4.8
PI593960	39.7	7.33	1.53	4.85	7.96	6.57	1.5	3.87	1.13	5.13	20.8	23.1	54.3	7	10	4.8	2.4	4.5
PI593961	46.1	7.6	1.5	4.5	7.7	6.4	1.4	3.5	1.3	5.1	20.4	28.2	51.4	4.9	11.7	4.8	2.7	2.8
PI593984	41.1	7.6	1.3	5.1	9.2	5.2	1.8	3.7	1.6	6.9	20.8	25.9	54	7.4	11.1	3.8	3.7	4.1
PI593985	40	6.8	1.4	4	9.1	3.8	1.7	3.8	1.7	6.5	19.9	26.5	55.2	7.6	11.5	4.2	4.1	6.6
PI593986	42.2	7.6	1.3	5	8.9	4.6	1.7	3.7	1.6	6.6	20.4	27.7	52.4	7.6	11.1	4	4.2	4.5
PI593987	42.6	7.8	1.3	5.5	9.1	5.6	1.8	3.6	1.6	6.8	20.7	27.1	52.8	7.9	11.3	3.8	3.3	4.3
PI593988	48.3	8.5	1.2	5.2	7.7	4.8	1.7	3	1.3	5	16.8	28.9	51.3	7.2	12	4	2	1.5
PI593992	45.3	6.6	1.2	5.2	8.5	5.6	1.9	3.5	1.4	5.9	19.9	22.2	54.4	9.4	9.9	3.9	3.7	4.4
PI593998	46.3	7.6	1.2	3.2	7.8	4.1	1.2	3.1	1.3	4.5	13.1	24.9	56.4	7.7	12.8	4.1	3.8	4.3
PI593999A	48.7	8.3	1.2	5.3	7.8	5.8	1.3	3.2	1.3	4.8	16	27.3	50.8	8.9	12.8	4.1	3.6	4.7
PI593999B	44.4	7.8	1.3	4.8	8.2	5.7	1.1	3.4	1.4	4.9	16.4	24.1	55.6	6.5	13.2	4	3.7	4
PI594001	45.7	5.6	1.2	4.6	7.9	5.2	1.7	3.4	1.4	5.9	20.2	25.1	58.1	6.1	8.8	4.4	2.7	1.2
PI594002	45.9	6.1	1.2	4.9	8.3	5.8	1.5	3.4	1.4	6.2	20.6	27.2	57.5	5.2	9.7	4.4	2.5	1.2
PI594003	44.8	5.9	1.2	4.8	8	6.2	1.5	3.5	1.4	6.1	21.5	25.8	57.5	5.6	9.5	4.3	3	1.9
PI594004A	47.5	7.6	1.5	4.3	7.4	6.3	1.3	3.4	1.2	4.9	17.3	22.9	53.5	7.3	11.8	4.4	4.1	4.5
PI594004C	49.2	7.4	1.3	4.1	7.3	6.3	1.3	3.2	1.1	4.9	16.3	24.6	54.8	6.4	7.8	4.1	2.2	0.7
PI594005C	45.1	7.6	1.8	4.7	7.8	6.1	1.3	3.5	1.3	4.9	22.4	28	52.2	4.7	9.7	3.8	2.1	NA
PI594005D	44.5	7.9	1.8	4.8	7.6	6.4	1.4	3.5	1.2	5	20.3	25.3	53.1	7	11.4	5	2.6	2.8
PI594005E	46.8	8.1	1.9	4.8	7.8	6.2	1.4	3.4	1.4	4.8	23.1	30.6	51.3	4.5	7.9	3.9	1.7	NA
PI594010	48.4	8.11	1.32	5.2	7.72	6.36	1.4	3.58	1.16	4.64	15.2	23.2	55.7	7.4	8.3	4	5.1	6.5
PI594013	44.3	8.2	1.3	5.5	7.6	5.6	1.3	3.4	1.4	5	17.3	26.2	53.4	6	12.4	4.1	3	3
PI594014A	45.1	7.8	1.3	4.9	7.9	4.9	1.1	3.1	1.2	4.6	15.3	23.7	58.4	5.6	12.4	3.8	4.1	3.2
PI594014B	44.3	8.5	1.3	5.6	7.8	5.7	1.4	3.4	1.4	5.2	20.7	25.4	56.5	6.4	9.4	4	2.8	1
